StudyID,GroupLevel,MetricID,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,Site,kri0004,57,1,1413,0.000707714,0.207508779,0,2013-12-01
AA-AA-000-0000,Site,kri0004,188,1,1416,0.000706215,0.206399363,0,2013-12-01
AA-AA-000-0000,Site,kri0004,70,1,1430,0.000699301,0.201255988,0,2013-12-01
AA-AA-000-0000,Site,kri0004,28,1,1440,0.000694444,0.197615839,0,2013-12-01
AA-AA-000-0000,Site,kri0004,181,1,1484,0.000673854,0.181920851,0,2013-12-01
AA-AA-000-0000,Site,kri0004,16,1,1536,0.000651042,0.164011772,0,2013-12-01
AA-AA-000-0000,Site,kri0004,35,2,3129,0.000639182,0.218456383,0,2013-12-01
AA-AA-000-0000,Site,kri0004,50,2,3224,0.000620347,0.196546799,0,2013-12-01
AA-AA-000-0000,Site,kri0004,153,2,3637,0.000549904,0.108645504,0,2013-12-01
AA-AA-000-0000,Site,kri0004,127,2,3779,0.000529241,0.080812786,0,2013-12-01
AA-AA-000-0000,Site,kri0004,190,2,3823,0.000523149,0.072406808,0,2013-12-01
AA-AA-000-0000,Site,kri0004,30,3,5749,0.00052183,0.086434333,0,2013-12-01
AA-AA-000-0000,Site,kri0004,160,2,3905,0.000512164,0.057002231,0,2013-12-01
AA-AA-000-0000,Site,kri0004,174,2,3944,0.000507099,0.049791134,0,2013-12-01
AA-AA-000-0000,Site,kri0004,189,7,14613,0.000479026,0.015868946,0,2013-12-01
AA-AA-000-0000,Site,kri0004,128,1,2117,0.000472367,-0.001179954,0,2013-12-01
AA-AA-000-0000,Site,kri0004,54,5,10835,0.000461467,-0.029404012,0,2013-12-01
AA-AA-000-0000,Site,kri0004,19,1,2209,0.000452694,-0.022994343,0,2013-12-01
AA-AA-000-0000,Site,kri0004,5,10,22845,0.000437733,-0.127234058,0,2013-12-01
AA-AA-000-0000,Site,kri0004,11,2,4576,0.000437063,-0.058011785,0,2013-12-01
AA-AA-000-0000,Site,kri0004,133,1,2289,0.000436872,-0.041244763,0,2013-12-01
AA-AA-000-0000,Site,kri0004,172,7,16311,0.000429158,-0.133315057,0,2013-12-01
AA-AA-000-0000,Site,kri0004,143,6,14316,0.000419111,-0.153223654,0,2013-12-01
AA-AA-000-0000,Site,kri0004,163,1,2387,0.000418936,-0.062768551,0,2013-12-01
AA-AA-000-0000,Site,kri0004,152,1,2428,0.000411862,-0.071519722,0,2013-12-01
AA-AA-000-0000,Site,kri0004,76,3,7392,0.000405844,-0.136982423,0,2013-12-01
AA-AA-000-0000,Site,kri0004,61,5,12451,0.000401574,-0.189009124,0,2013-12-01
AA-AA-000-0000,Site,kri0004,43,8,20152,0.000396983,-0.255817095,0,2013-12-01
AA-AA-000-0000,Site,kri0004,141,3,8135,0.000368777,-0.222485933,0,2013-12-01
AA-AA-000-0000,Site,kri0004,44,1,2737,0.000365364,-0.133259053,0,2013-12-01
AA-AA-000-0000,Site,kri0004,97,1,2999,0.000333444,-0.180682872,0,2013-12-01
AA-AA-000-0000,Site,kri0004,177,1,3093,0.000323311,-0.196773645,0,2013-12-01
AA-AA-000-0000,Site,kri0004,140,12,38936,0.000308198,-0.768428603,0,2013-12-01
AA-AA-000-0000,Site,kri0004,10,3,9970,0.000300903,-0.406009786,0,2013-12-01
AA-AA-000-0000,Site,kri0004,187,1,3910,0.000255754,-0.320786539,0,2013-12-01
AA-AA-000-0000,Site,kri0004,134,1,3943,0.000253614,-0.325304721,0,2013-12-01
AA-AA-000-0000,Site,kri0004,166,2,8908,0.000224517,-0.553667618,0,2013-12-01
AA-AA-000-0000,Site,kri0004,58,2,9618,0.000207943,-0.613612455,0,2013-12-01
AA-AA-000-0000,Site,kri0004,13,1,5129,0.00019497,-0.469988097,0,2013-12-01
AA-AA-000-0000,Site,kri0004,92,1,5140,0.000194553,-0.471196743,0,2013-12-01
AA-AA-000-0000,Site,kri0004,8,3,15500,0.000193548,-0.821197025,0,2013-12-01
AA-AA-000-0000,Site,kri0004,146,1,5330,0.000187617,-0.491758118,0,2013-12-01
AA-AA-000-0000,Site,kri0004,77,2,11788,0.000169664,-0.777254517,0,2013-12-01
AA-AA-000-0000,Site,kri0004,86,2,12287,0.000162774,-0.811533553,0,2013-12-01
AA-AA-000-0000,Site,kri0004,139,6,38016,0.000157828,-1.450191508,0,2013-12-01
AA-AA-000-0000,Site,kri0004,69,1,6894,0.000145054,-0.642552986,0,2013-12-01
AA-AA-000-0000,Site,kri0004,91,1,7072,0.000141403,-0.658030466,0,2013-12-01
AA-AA-000-0000,Site,kri0004,51,1,7122,0.00014041,-0.66232677,0,2013-12-01
AA-AA-000-0000,Site,kri0004,167,1,10085,9.92E-05,-0.885775564,0,2013-12-01
AA-AA-000-0000,Site,kri0004,62,1,17001,5.88E-05,-1.274006275,0,2013-12-01
AA-AA-000-0000,Site,kri0004,94,0,15288,0,-1.379502572,0,2013-12-01
AA-AA-000-0000,Site,kri0004,170,0,14785,0,-1.356618834,0,2013-12-01
AA-AA-000-0000,Site,kri0004,118,0,8662,0,-1.038379887,0,2013-12-01
AA-AA-000-0000,Site,kri0004,85,0,6486,0,-0.898536347,0,2013-12-01
AA-AA-000-0000,Site,kri0004,131,0,5246,0,-0.808092955,0,2013-12-01
AA-AA-000-0000,Site,kri0004,113,0,4761,0,-0.769832547,0,2013-12-01
AA-AA-000-0000,Site,kri0004,71,0,4754,0,-0.769266404,0,2013-12-01
AA-AA-000-0000,Site,kri0004,59,0,4554,0,-0.752911084,0,2013-12-01
AA-AA-000-0000,Site,kri0004,4,0,4187,0,-0.721935932,0,2013-12-01
AA-AA-000-0000,Site,kri0004,83,0,4034,0,-0.708622805,0,2013-12-01
AA-AA-000-0000,Site,kri0004,121,0,3957,0,-0.701827211,0,2013-12-01
AA-AA-000-0000,Site,kri0004,149,0,3855,0,-0.692722619,0,2013-12-01
AA-AA-000-0000,Site,kri0004,164,0,3518,0,-0.661751745,0,2013-12-01
AA-AA-000-0000,Site,kri0004,29,0,3301,0,-0.641017579,0,2013-12-01
AA-AA-000-0000,Site,kri0004,138,0,3252,0,-0.636242163,0,2013-12-01
AA-AA-000-0000,Site,kri0004,147,0,3182,0,-0.629357287,0,2013-12-01
AA-AA-000-0000,Site,kri0004,27,0,3167,0,-0.627872135,0,2013-12-01
AA-AA-000-0000,Site,kri0004,155,0,2905,0,-0.601340211,0,2013-12-01
AA-AA-000-0000,Site,kri0004,106,0,2881,0,-0.598851038,0,2013-12-01
AA-AA-000-0000,Site,kri0004,64,0,2833,0,-0.593841391,0,2013-12-01
AA-AA-000-0000,Site,kri0004,135,0,2480,0,-0.555613792,0,2013-12-01
AA-AA-000-0000,Site,kri0004,60,0,2431,0,-0.550097482,0,2013-12-01
AA-AA-000-0000,Site,kri0004,137,0,2425,0,-0.549418209,0,2013-12-01
AA-AA-000-0000,Site,kri0004,22,0,2144,0,-0.516606145,0,2013-12-01
AA-AA-000-0000,Site,kri0004,32,0,2110,0,-0.512493551,0,2013-12-01
AA-AA-000-0000,Site,kri0004,47,0,1772,0,-0.469655093,0,2013-12-01
AA-AA-000-0000,Site,kri0004,112,0,1691,0,-0.458795322,0,2013-12-01
AA-AA-000-0000,Site,kri0004,150,0,1647,0,-0.452787029,0,2013-12-01
AA-AA-000-0000,Site,kri0004,151,0,1604,0,-0.446837239,0,2013-12-01
AA-AA-000-0000,Site,kri0004,96,0,1603,0,-0.446697929,0,2013-12-01
AA-AA-000-0000,Site,kri0004,23,0,1600,0,-0.446279737,0,2013-12-01
AA-AA-000-0000,Site,kri0004,109,0,1590,0,-0.444882927,0,2013-12-01
AA-AA-000-0000,Site,kri0004,130,0,1588,0,-0.444603039,0,2013-12-01
AA-AA-000-0000,Site,kri0004,119,0,1570,0,-0.442076067,0,2013-12-01
AA-AA-000-0000,Site,kri0004,168,0,1528,0,-0.436122863,0,2013-12-01
AA-AA-000-0000,Site,kri0004,178,0,1511,0,-0.433690001,0,2013-12-01
AA-AA-000-0000,Site,kri0004,144,0,1432,0,-0.422200445,0,2013-12-01
AA-AA-000-0000,Site,kri0004,18,0,1430,0,-0.421905509,0,2013-12-01
AA-AA-000-0000,Site,kri0004,98,0,1420,0,-0.420427727,0,2013-12-01
AA-AA-000-0000,Site,kri0004,107,0,1414,0,-0.419538559,0,2013-12-01
AA-AA-000-0000,Site,kri0004,148,0,1411,0,-0.419093268,0,2013-12-01
AA-AA-000-0000,Site,kri0004,53,0,1395,0,-0.416710344,0,2013-12-01
AA-AA-000-0000,Site,kri0004,124,0,1352,0,-0.410237657,0,2013-12-01
AA-AA-000-0000,Site,kri0004,52,0,1093,0,-0.368856345,0,2013-12-01
AA-AA-000-0000,Site,kri0004,40,0,891,0,-0.333032049,0,2013-12-01
AA-AA-000-0000,Site,kri0004,65,0,885,0,-0.331908835,0,2013-12-01
AA-AA-000-0000,Site,kri0004,36,0,883,0,-0.331533585,0,2013-12-01
AA-AA-000-0000,Site,kri0004,136,0,800,0,-0.315567429,0,2013-12-01
AA-AA-000-0000,Site,kri0004,183,0,791,0,-0.313787341,0,2013-12-01
AA-AA-000-0000,Site,kri0004,87,0,788,0,-0.31319173,0,2013-12-01
AA-AA-000-0000,Site,kri0004,180,0,780,0,-0.311597869,0,2013-12-01
AA-AA-000-0000,Site,kri0004,46,0,738,0,-0.303092618,0,2013-12-01
AA-AA-000-0000,Site,kri0004,120,0,715,0,-0.298332246,0,2013-12-01
AA-AA-000-0000,Site,kri0004,171,0,715,0,-0.298332246,0,2013-12-01
AA-AA-000-0000,Site,kri0004,132,0,713,0,-0.297914706,0,2013-12-01
AA-AA-000-0000,Site,kri0004,33,0,713,0,-0.297914706,0,2013-12-01
AA-AA-000-0000,Site,kri0004,41,0,709,0,-0.297077866,0,2013-12-01
AA-AA-000-0000,Site,kri0004,6,0,709,0,-0.297077866,0,2013-12-01
AA-AA-000-0000,Site,kri0004,123,0,705,0,-0.296238661,0,2013-12-01
AA-AA-000-0000,Site,kri0004,42,0,702,0,-0.295607694,0,2013-12-01
AA-AA-000-0000,Site,kri0004,102,0,701,0,-0.295397072,0,2013-12-01
AA-AA-000-0000,Site,kri0004,73,0,700,0,-0.2951863,0,2013-12-01
AA-AA-000-0000,Site,kri0004,55,0,697,0,-0.294553079,0,2013-12-01
AA-AA-000-0000,Site,kri0004,48,0,595,0,-0.272148322,0,2013-12-01
AA-AA-000-0000,Site,kri0004,182,0,269,0,-0.182988298,0,2013-12-01
AA-AA-000-0000,Site,kri0005,28,23,1479,0.015551048,5.936512716,2,2013-12-01
AA-AA-000-0000,Site,kri0005,83,38,3993,0.009516654,5.645766146,2,2013-12-01
AA-AA-000-0000,Site,kri0005,40,11,1006,0.010934394,3.318327829,1,2013-12-01
AA-AA-000-0000,Site,kri0005,70,12,1614,0.007434944,2.688316396,1,2013-12-01
AA-AA-000-0000,Site,kri0005,10,39,9328,0.004180961,3.076611651,1,2013-12-01
AA-AA-000-0000,Site,kri0005,81,3,206,0.014563107,2.062765444,0,2013-12-01
AA-AA-000-0000,Site,kri0005,132,8,904,0.008849558,2.470206301,0,2013-12-01
AA-AA-000-0000,Site,kri0005,111,6,1009,0.005946482,1.616128674,0,2013-12-01
AA-AA-000-0000,Site,kri0005,171,4,842,0.004750594,1.102442933,0,2013-12-01
AA-AA-000-0000,Site,kri0005,186,14,2960,0.00472973,2.054795253,0,2013-12-01
AA-AA-000-0000,Site,kri0005,52,6,1328,0.004518072,1.293220225,0,2013-12-01
AA-AA-000-0000,Site,kri0005,103,4,919,0.004352557,1.021736048,0,2013-12-01
AA-AA-000-0000,Site,kri0005,148,7,1611,0.004345127,1.349571669,0,2013-12-01
AA-AA-000-0000,Site,kri0005,89,3,718,0.004178273,0.852796992,0,2013-12-01
AA-AA-000-0000,Site,kri0005,67,20,4904,0.004078303,2.153305427,0,2013-12-01
AA-AA-000-0000,Site,kri0005,25,9,2244,0.004010695,1.422097364,0,2013-12-01
AA-AA-000-0000,Site,kri0005,147,10,2702,0.003700962,1.387014007,0,2013-12-01
AA-AA-000-0000,Site,kri0005,50,9,2715,0.003314917,1.173611866,0,2013-12-01
AA-AA-000-0000,Site,kri0005,34,10,3039,0.003290556,1.227196456,0,2013-12-01
AA-AA-000-0000,Site,kri0005,107,5,1614,0.003097893,0.810937709,0,2013-12-01
AA-AA-000-0000,Site,kri0005,72,2,759,0.002635046,0.418711881,0,2013-12-01
AA-AA-000-0000,Site,kri0005,144,4,1550,0.002580645,0.575279893,0,2013-12-01
AA-AA-000-0000,Site,kri0005,178,4,1563,0.002559181,0.56854413,0,2013-12-01
AA-AA-000-0000,Site,kri0005,12,2,792,0.002525253,0.394425062,0,2013-12-01
AA-AA-000-0000,Site,kri0005,57,4,1590,0.002515723,0.554762571,0,2013-12-01
AA-AA-000-0000,Site,kri0005,46,2,800,0.0025,0.388716273,0,2013-12-01
AA-AA-000-0000,Site,kri0005,153,8,3262,0.002452483,0.755686584,0,2013-12-01
AA-AA-000-0000,Site,kri0005,18,4,1638,0.002442002,0.530926172,0,2013-12-01
AA-AA-000-0000,Site,kri0005,49,8,3314,0.002414001,0.737816775,0,2013-12-01
AA-AA-000-0000,Site,kri0005,32,4,1738,0.002301496,0.48377847,0,2013-12-01
AA-AA-000-0000,Site,kri0005,136,2,875,0.002285714,0.338232017,0,2013-12-01
AA-AA-000-0000,Site,kri0005,15,5,2290,0.002183406,0.494426389,0,2013-12-01
AA-AA-000-0000,Site,kri0005,131,12,5623,0.002134092,0.734917628,0,2013-12-01
AA-AA-000-0000,Site,kri0005,92,11,5329,0.002064177,0.660455131,0,2013-12-01
AA-AA-000-0000,Site,kri0005,170,27,13195,0.00204623,1.017048883,0,2013-12-01
AA-AA-000-0000,Site,kri0005,176,7,3442,0.002033701,0.511528983,0,2013-12-01
AA-AA-000-0000,Site,kri0005,122,11,5458,0.00201539,0.629566007,0,2013-12-01
AA-AA-000-0000,Site,kri0005,13,9,5015,0.001794616,0.435018905,0,2013-12-01
AA-AA-000-0000,Site,kri0005,56,18,10677,0.001685867,0.51366641,0,2013-12-01
AA-AA-000-0000,Site,kri0005,112,3,1786,0.001679731,0.207292238,0,2013-12-01
AA-AA-000-0000,Site,kri0005,172,26,15541,0.001672994,0.602429812,0,2013-12-01
AA-AA-000-0000,Site,kri0005,86,18,11404,0.001578394,0.407204745,0,2013-12-01
AA-AA-000-0000,Site,kri0005,163,4,2588,0.001545595,0.176006191,0,2013-12-01
AA-AA-000-0000,Site,kri0005,114,8,5332,0.001500375,0.217055521,0,2013-12-01
AA-AA-000-0000,Site,kri0005,59,7,4696,0.00149063,0.196504255,0,2013-12-01
AA-AA-000-0000,Site,kri0005,166,13,8863,0.001466772,0.245758126,0,2013-12-01
AA-AA-000-0000,Site,kri0005,159,1,702,0.001424501,0.057097596,0,2013-12-01
AA-AA-000-0000,Site,kri0005,8,21,14789,0.001419974,0.25613888,0,2013-12-01
AA-AA-000-0000,Site,kri0005,179,3,2133,0.00140647,0.090554884,0,2013-12-01
AA-AA-000-0000,Site,kri0005,61,13,9801,0.001326395,0.108696499,0,2013-12-01
AA-AA-000-0000,Site,kri0005,63,6,4635,0.001294498,0.051350974,0,2013-12-01
AA-AA-000-0000,Site,kri0005,156,6,4636,0.001294219,0.051151663,0,2013-12-01
AA-AA-000-0000,Site,kri0005,84,3,2323,0.001291433,0.034762042,0,2013-12-01
AA-AA-000-0000,Site,kri0005,157,5,4038,0.001238237,0.009408636,0,2013-12-01
AA-AA-000-0000,Site,kri0005,101,2,1629,0.001227747,0.001414198,0,2013-12-01
AA-AA-000-0000,Site,kri0005,140,46,37785,0.001217414,-0.014830251,0,2013-12-01
AA-AA-000-0000,Site,kri0005,33,1,826,0.001210654,-0.004286225,0,2013-12-01
AA-AA-000-0000,Site,kri0005,118,10,8356,0.001196745,-0.027332047,0,2013-12-01
AA-AA-000-0000,Site,kri0005,139,46,38493,0.001195022,-0.062303985,0,2013-12-01
AA-AA-000-0000,Site,kri0005,119,2,1682,0.001189061,-0.015658306,0,2013-12-01
AA-AA-000-0000,Site,kri0005,11,5,4234,0.001180916,-0.03055313,0,2013-12-01
AA-AA-000-0000,Site,kri0005,189,17,14497,0.001172656,-0.067251031,0,2013-12-01
AA-AA-000-0000,Site,kri0005,9,2,1735,0.001152738,-0.032204897,0,2013-12-01
AA-AA-000-0000,Site,kri0005,31,1,873,0.001145475,-0.025156397,0,2013-12-01
AA-AA-000-0000,Site,kri0005,155,3,2624,0.001143293,-0.044818431,0,2013-12-01
AA-AA-000-0000,Site,kri0005,141,9,7879,0.001142277,-0.078633768,0,2013-12-01
AA-AA-000-0000,Site,kri0005,167,9,8067,0.001115656,-0.10532833,0,2013-12-01
AA-AA-000-0000,Site,kri0005,43,22,20038,0.001097914,-0.193064264,0,2013-12-01
AA-AA-000-0000,Site,kri0005,85,7,6451,0.001085103,-0.120630499,0,2013-12-01
AA-AA-000-0000,Site,kri0005,19,2,1949,0.001026167,-0.094339869,0,2013-12-01
AA-AA-000-0000,Site,kri0005,113,5,4885,0.001023541,-0.151333074,0,2013-12-01
AA-AA-000-0000,Site,kri0005,106,2,1990,0.001005025,-0.105489036,0,2013-12-01
AA-AA-000-0000,Site,kri0005,190,4,4031,0.00099231,-0.158835349,0,2013-12-01
AA-AA-000-0000,Site,kri0005,91,7,7261,0.000964055,-0.239118129,0,2013-12-01
AA-AA-000-0000,Site,kri0005,174,4,4411,0.000906824,-0.227327562,0,2013-12-01
AA-AA-000-0000,Site,kri0005,137,2,2403,0.000832293,-0.207153598,0,2013-12-01
AA-AA-000-0000,Site,kri0005,54,8,9672,0.00082713,-0.421069381,0,2013-12-01
AA-AA-000-0000,Site,kri0005,39,2,2430,0.000823045,-0.213225951,0,2013-12-01
AA-AA-000-0000,Site,kri0005,62,14,17093,0.000819049,-0.571147397,0,2013-12-01
AA-AA-000-0000,Site,kri0005,105,1,1242,0.000805153,-0.159233678,0,2013-12-01
AA-AA-000-0000,Site,kri0005,187,3,4206,0.000713267,-0.357235976,0,2013-12-01
AA-AA-000-0000,Site,kri0005,30,4,5724,0.000698812,-0.428528239,0,2013-12-01
AA-AA-000-0000,Site,kri0005,151,1,1489,0.000671592,-0.22988057,0,2013-12-01
AA-AA-000-0000,Site,kri0005,5,15,22613,0.000663335,-0.909224888,0,2013-12-01
AA-AA-000-0000,Site,kri0005,173,9,14112,0.000637755,-0.751009812,0,2013-12-01
AA-AA-000-0000,Site,kri0005,162,1,1606,0.000622665,-0.2598677,0,2013-12-01
AA-AA-000-0000,Site,kri0005,127,2,3335,0.0005997,-0.388768492,0,2013-12-01
AA-AA-000-0000,Site,kri0005,17,5,8461,0.000590947,-0.627908379,0,2013-12-01
AA-AA-000-0000,Site,kri0005,7,3,5190,0.000578035,-0.501800682,0,2013-12-01
AA-AA-000-0000,Site,kri0005,146,3,5342,0.000561587,-0.522048222,0,2013-12-01
AA-AA-000-0000,Site,kri0005,76,4,7383,0.000541785,-0.632059953,0,2013-12-01
AA-AA-000-0000,Site,kri0005,133,1,1882,0.00053135,-0.323996134,0,2013-12-01
AA-AA-000-0000,Site,kri0005,29,2,3775,0.000529801,-0.459893757,0,2013-12-01
AA-AA-000-0000,Site,kri0005,58,4,8426,0.000474721,-0.741560741,0,2013-12-01
AA-AA-000-0000,Site,kri0005,143,7,14764,0.000474126,-0.982386623,0,2013-12-01
AA-AA-000-0000,Site,kri0005,121,2,4230,0.000472813,-0.526756473,0,2013-12-01
AA-AA-000-0000,Site,kri0005,51,3,7210,0.000416089,-0.739610326,0,2013-12-01
AA-AA-000-0000,Site,kri0005,128,1,2407,0.000415455,-0.427674897,0,2013-12-01
AA-AA-000-0000,Site,kri0005,97,1,2663,0.000375516,-0.472050037,0,2013-12-01
AA-AA-000-0000,Site,kri0005,27,1,2826,0.000353857,-0.498688497,0,2013-12-01
AA-AA-000-0000,Site,kri0005,77,3,9378,0.000319898,-0.943878525,0,2013-12-01
AA-AA-000-0000,Site,kri0005,69,2,6351,0.000314911,-0.781033248,0,2013-12-01
AA-AA-000-0000,Site,kri0005,138,1,3360,0.000297619,-0.578891168,0,2013-12-01
AA-AA-000-0000,Site,kri0005,177,1,3405,0.000293686,-0.585227756,0,2013-12-01
AA-AA-000-0000,Site,kri0005,134,1,3582,0.000279174,-0.609604169,0,2013-12-01
AA-AA-000-0000,Site,kri0005,164,1,3727,0.000268312,-0.628964653,0,2013-12-01
AA-AA-000-0000,Site,kri0005,94,4,15195,0.000263244,-1.276711012,0,2013-12-01
AA-AA-000-0000,Site,kri0005,160,1,3872,0.000258264,-0.647819626,0,2013-12-01
AA-AA-000-0000,Site,kri0005,71,1,4503,0.000222074,-0.724780867,0,2013-12-01
AA-AA-000-0000,Site,kri0005,104,1,5181,0.000193013,-0.799970814,0,2013-12-01
AA-AA-000-0000,Site,kri0005,4,0,4744,0,-0.908730305,0,2013-12-01
AA-AA-000-0000,Site,kri0005,75,0,4110,0,-0.845830969,0,2013-12-01
AA-AA-000-0000,Site,kri0005,142,0,3208,0,-0.747273964,0,2013-12-01
AA-AA-000-0000,Site,kri0005,149,0,3171,0,-0.742952062,0,2013-12-01
AA-AA-000-0000,Site,kri0005,35,0,3149,0,-0.740370322,0,2013-12-01
AA-AA-000-0000,Site,kri0005,26,0,2778,0,-0.695390562,0,2013-12-01
AA-AA-000-0000,Site,kri0005,68,0,2754,0,-0.692380199,0,2013-12-01
AA-AA-000-0000,Site,kri0005,80,0,2665,0,-0.681100624,0,2013-12-01
AA-AA-000-0000,Site,kri0005,64,0,2618,0,-0.675067954,0,2013-12-01
AA-AA-000-0000,Site,kri0005,135,0,2551,0,-0.66637378,0,2013-12-01
AA-AA-000-0000,Site,kri0005,60,0,2524,0,-0.662837921,0,2013-12-01
AA-AA-000-0000,Site,kri0005,152,0,2266,0,-0.628047692,0,2013-12-01
AA-AA-000-0000,Site,kri0005,22,0,2067,0,-0.599836528,0,2013-12-01
AA-AA-000-0000,Site,kri0005,47,0,1783,0,-0.55710665,0,2013-12-01
AA-AA-000-0000,Site,kri0005,150,0,1734,0,-0.549398182,0,2013-12-01
AA-AA-000-0000,Site,kri0005,130,0,1697,0,-0.543505061,0,2013-12-01
AA-AA-000-0000,Site,kri0005,96,0,1695,0,-0.543184692,0,2013-12-01
AA-AA-000-0000,Site,kri0005,23,0,1681,0,-0.540936801,0,2013-12-01
AA-AA-000-0000,Site,kri0005,109,0,1680,0,-0.540775879,0,2013-12-01
AA-AA-000-0000,Site,kri0005,44,0,1656,0,-0.5368993,0,2013-12-01
AA-AA-000-0000,Site,kri0005,16,0,1647,0,-0.535438347,0,2013-12-01
AA-AA-000-0000,Site,kri0005,188,0,1614,0,-0.530047068,0,2013-12-01
AA-AA-000-0000,Site,kri0005,98,0,1610,0,-0.529389849,0,2013-12-01
AA-AA-000-0000,Site,kri0005,124,0,1571,0,-0.522938677,0,2013-12-01
AA-AA-000-0000,Site,kri0005,3,0,1432,0,-0.499268516,0,2013-12-01
AA-AA-000-0000,Site,kri0005,184,0,1407,0,-0.494891187,0,2013-12-01
AA-AA-000-0000,Site,kri0005,115,0,1372,0,-0.488697061,0,2013-12-01
AA-AA-000-0000,Site,kri0005,116,0,1227,0,-0.462152123,0,2013-12-01
AA-AA-000-0000,Site,kri0005,181,0,951,0,-0.406867434,0,2013-12-01
AA-AA-000-0000,Site,kri0005,168,0,941,0,-0.404722625,0,2013-12-01
AA-AA-000-0000,Site,kri0005,185,0,934,0,-0.40321447,0,2013-12-01
AA-AA-000-0000,Site,kri0005,53,0,899,0,-0.395587461,0,2013-12-01
AA-AA-000-0000,Site,kri0005,65,0,877,0,-0.390717144,0,2013-12-01
AA-AA-000-0000,Site,kri0005,180,0,845,0,-0.383522657,0,2013-12-01
AA-AA-000-0000,Site,kri0005,183,0,844,0,-0.383295654,0,2013-12-01
AA-AA-000-0000,Site,kri0005,126,0,842,0,-0.382841243,0,2013-12-01
AA-AA-000-0000,Site,kri0005,87,0,834,0,-0.381018179,0,2013-12-01
AA-AA-000-0000,Site,kri0005,42,0,822,0,-0.378267109,0,2013-12-01
AA-AA-000-0000,Site,kri0005,36,0,812,0,-0.375959173,0,2013-12-01
AA-AA-000-0000,Site,kri0005,123,0,807,0,-0.374799876,0,2013-12-01
AA-AA-000-0000,Site,kri0005,73,0,805,0,-0.374335152,0,2013-12-01
AA-AA-000-0000,Site,kri0005,14,0,803,0,-0.37386985,0,2013-12-01
AA-AA-000-0000,Site,kri0005,20,0,789,0,-0.37059638,0,2013-12-01
AA-AA-000-0000,Site,kri0005,41,0,789,0,-0.37059638,0,2013-12-01
AA-AA-000-0000,Site,kri0005,100,0,779,0,-0.368240372,0,2013-12-01
AA-AA-000-0000,Site,kri0005,158,0,762,0,-0.364200181,0,2013-12-01
AA-AA-000-0000,Site,kri0005,6,0,745,0,-0.360114665,0,2013-12-01
AA-AA-000-0000,Site,kri0005,48,0,678,0,-0.343540164,0,2013-12-01
AA-AA-000-0000,Site,kri0005,120,0,594,0,-0.321555464,0,2013-12-01
AA-AA-000-0000,Site,kri0005,129,0,578,0,-0.317195188,0,2013-12-01
AA-AA-000-0000,Site,kri0005,102,0,571,0,-0.315268605,0,2013-12-01
AA-AA-000-0000,Site,kri0005,161,0,498,0,-0.294426803,0,2013-12-01
AA-AA-000-0000,Site,kri0005,175,0,457,0,-0.282046537,0,2013-12-01
AA-AA-000-0000,Site,kri0005,165,0,379,0,-0.256851601,0,2013-12-01
AA-AA-000-0000,Site,kri0005,182,0,332,0,-0.240398478,0,2013-12-01
AA-AA-000-0000,Site,kri0005,145,0,23,0,,,2013-12-01
AA-AA-000-0000,Site,kri0006,145,1,1,1,,,2013-12-01
AA-AA-000-0000,Site,kri0006,165,1,1,1,,,2013-12-01
AA-AA-000-0000,Site,kri0006,48,1,1,1,,,2013-12-01
AA-AA-000-0000,Site,kri0006,60,3,4,0.75,4.736507914,2,2013-12-01
AA-AA-000-0000,Site,kri0006,13,3,8,0.375,3.02627527,2,2013-12-01
AA-AA-000-0000,Site,kri0006,115,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,116,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,124,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,40,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,46,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,52,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,53,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,81,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,89,1,2,0.5,,,2013-12-01
AA-AA-000-0000,Site,kri0006,168,1,3,0.333333333,1.603348823,0,2013-12-01
AA-AA-000-0000,Site,kri0006,25,1,3,0.333333333,1.603348823,0,2013-12-01
AA-AA-000-0000,Site,kri0006,28,1,3,0.333333333,1.603348823,0,2013-12-01
AA-AA-000-0000,Site,kri0006,39,1,3,0.333333333,1.603348823,0,2013-12-01
AA-AA-000-0000,Site,kri0006,174,2,6,0.333333333,2.26747765,0,2013-12-01
AA-AA-000-0000,Site,kri0006,114,2,7,0.285714286,2.012966613,0,2013-12-01
AA-AA-000-0000,Site,kri0006,15,1,4,0.25,1.274363716,0,2013-12-01
AA-AA-000-0000,Site,kri0006,186,1,4,0.25,1.274363716,0,2013-12-01
AA-AA-000-0000,Site,kri0006,50,1,4,0.25,1.274363716,0,2013-12-01
AA-AA-000-0000,Site,kri0006,64,1,4,0.25,1.274363716,0,2013-12-01
AA-AA-000-0000,Site,kri0006,157,1,5,0.2,1.037702459,0,2013-12-01
AA-AA-000-0000,Site,kri0006,190,1,5,0.2,1.037702459,0,2013-12-01
