StudyID,GroupID,SnapshotDate,n,n_at_risk,n_flagged,n_at_risk_or_flagged
AA-AA-000-0000,18,2015-03-01,12,0,0,0
AA-AA-000-0000,18,2015-06-01,12,0,0,0
AA-AA-000-0000,18,2015-09-01,12,0,0,0
AA-AA-000-0000,18,2015-12-01,12,0,0,0
AA-AA-000-0000,18,2016-03-01,12,0,0,0
AA-AA-000-0000,18,2016-06-01,12,0,0,0
AA-AA-000-0000,18,2016-09-01,12,0,0,0
AA-AA-000-0000,18,2016-12-01,12,0,0,0
AA-AA-000-0000,18,2017-03-01,12,0,0,0
AA-AA-000-0000,18,2017-06-01,12,0,0,0
AA-AA-000-0000,18,2017-09-01,12,0,0,0
AA-AA-000-0000,18,2017-12-01,12,0,0,0
AA-AA-000-0000,18,2018-03-01,12,0,0,0
AA-AA-000-0000,18,2018-06-01,12,0,0,0
AA-AA-000-0000,18,2018-09-01,12,0,0,0
AA-AA-000-0000,18,2018-12-01,12,0,0,0
AA-AA-000-0000,18,2019-03-01,12,0,0,0
AA-AA-000-0000,18,2019-06-01,12,0,0,0
AA-AA-000-0000,18,2019-09-01,12,0,0,0
AA-AA-000-0000,18,2019-12-01,12,0,0,0
AA-AA-000-0000,180,2004-12-01,1,0,0,0
AA-AA-000-0000,180,2005-03-01,1,0,0,0
AA-AA-000-0000,180,2005-06-01,1,0,0,0
AA-AA-000-0000,180,2005-09-01,1,0,0,0
AA-AA-000-0000,180,2005-12-01,1,0,0,0
AA-AA-000-0000,180,2006-03-01,1,0,0,0
AA-AA-000-0000,180,2006-06-01,1,0,0,0
AA-AA-000-0000,180,2006-09-01,1,0,0,0
AA-AA-000-0000,180,2006-12-01,1,0,0,0
AA-AA-000-0000,180,2007-03-01,1,0,0,0
AA-AA-000-0000,180,2007-06-01,1,0,0,0
AA-AA-000-0000,180,2007-09-01,11,0,0,0
AA-AA-000-0000,180,2007-12-01,12,0,0,0
AA-AA-000-0000,180,2008-03-01,12,0,0,0
AA-AA-000-0000,180,2008-06-01,12,0,0,0
AA-AA-000-0000,180,2008-09-01,12,0,0,0
AA-AA-000-0000,180,2008-12-01,12,0,1,1
AA-AA-000-0000,180,2009-03-01,12,1,0,1
AA-AA-000-0000,180,2009-06-01,12,1,0,1
AA-AA-000-0000,180,2009-09-01,12,1,0,1
AA-AA-000-0000,180,2009-12-01,12,1,0,1
AA-AA-000-0000,180,2010-03-01,12,1,0,1
AA-AA-000-0000,180,2010-06-01,12,1,0,1
AA-AA-000-0000,180,2010-09-01,12,0,0,0
AA-AA-000-0000,180,2010-12-01,12,0,0,0
AA-AA-000-0000,180,2011-03-01,12,0,0,0
AA-AA-000-0000,180,2011-06-01,12,0,0,0
AA-AA-000-0000,180,2011-09-01,12,0,0,0
AA-AA-000-0000,180,2011-12-01,12,0,0,0
AA-AA-000-0000,180,2012-03-01,12,0,0,0
AA-AA-000-0000,180,2012-06-01,12,0,0,0
AA-AA-000-0000,180,2012-09-01,12,0,0,0
AA-AA-000-0000,180,2012-12-01,12,0,0,0
AA-AA-000-0000,180,2013-03-01,12,0,0,0
AA-AA-000-0000,180,2013-06-01,12,0,0,0
AA-AA-000-0000,180,2013-09-01,12,0,0,0
AA-AA-000-0000,180,2013-12-01,12,0,0,0
AA-AA-000-0000,180,2014-03-01,12,0,0,0
AA-AA-000-0000,180,2014-06-01,12,0,0,0
AA-AA-000-0000,180,2014-09-01,12,0,0,0
AA-AA-000-0000,180,2014-12-01,12,0,0,0
AA-AA-000-0000,180,2015-03-01,12,0,0,0
AA-AA-000-0000,180,2015-06-01,12,0,0,0
AA-AA-000-0000,180,2015-09-01,12,0,0,0
AA-AA-000-0000,180,2015-12-01,12,0,0,0
AA-AA-000-0000,180,2016-03-01,12,0,0,0
AA-AA-000-0000,180,2016-06-01,12,0,0,0
AA-AA-000-0000,180,2016-09-01,12,0,0,0
AA-AA-000-0000,180,2016-12-01,12,0,0,0
AA-AA-000-0000,180,2017-03-01,12,0,0,0
AA-AA-000-0000,180,2017-06-01,12,0,0,0
AA-AA-000-0000,180,2017-09-01,12,0,0,0
AA-AA-000-0000,180,2017-12-01,12,0,0,0
AA-AA-000-0000,180,2018-03-01,12,0,0,0
AA-AA-000-0000,180,2018-06-01,12,0,0,0
AA-AA-000-0000,180,2018-09-01,12,0,0,0
AA-AA-000-0000,180,2018-12-01,12,0,0,0
AA-AA-000-0000,180,2019-03-01,12,0,0,0
AA-AA-000-0000,180,2019-06-01,12,0,0,0
AA-AA-000-0000,180,2019-09-01,12,0,0,0
AA-AA-000-0000,180,2019-12-01,12,0,0,0
AA-AA-000-0000,181,2009-09-01,12,0,0,0
AA-AA-000-0000,181,2009-12-01,12,0,0,0
AA-AA-000-0000,181,2010-03-01,12,0,0,0
AA-AA-000-0000,181,2010-06-01,12,0,0,0
AA-AA-000-0000,181,2010-09-01,12,0,0,0
AA-AA-000-0000,181,2010-12-01,12,0,0,0
AA-AA-000-0000,181,2011-03-01,12,0,0,0
AA-AA-000-0000,181,2011-06-01,12,0,0,0
AA-AA-000-0000,181,2011-09-01,12,0,0,0
AA-AA-000-0000,181,2011-12-01,12,0,0,0
AA-AA-000-0000,181,2012-03-01,12,0,0,0
AA-AA-000-0000,181,2012-06-01,12,0,0,0
AA-AA-000-0000,181,2012-09-01,12,0,0,0
AA-AA-000-0000,181,2012-12-01,12,0,0,0
AA-AA-000-0000,181,2013-03-01,12,0,0,0
AA-AA-000-0000,181,2013-06-01,12,0,0,0
AA-AA-000-0000,181,2013-09-01,12,0,0,0
AA-AA-000-0000,181,2013-12-01,12,0,0,0
AA-AA-000-0000,181,2014-03-01,12,0,0,0
AA-AA-000-0000,181,2014-06-01,12,0,0,0
AA-AA-000-0000,181,2014-09-01,12,0,0,0
AA-AA-000-0000,181,2014-12-01,12,0,0,0
AA-AA-000-0000,181,2015-03-01,12,0,0,0
AA-AA-000-0000,181,2015-06-01,12,0,0,0
AA-AA-000-0000,181,2015-09-01,12,0,0,0
AA-AA-000-0000,181,2015-12-01,12,0,0,0
AA-AA-000-0000,181,2016-03-01,12,0,0,0
AA-AA-000-0000,181,2016-06-01,12,0,0,0
AA-AA-000-0000,181,2016-09-01,12,0,0,0
AA-AA-000-0000,181,2016-12-01,12,0,0,0
AA-AA-000-0000,181,2017-03-01,12,0,0,0
AA-AA-000-0000,181,2017-06-01,12,0,0,0
AA-AA-000-0000,181,2017-09-01,12,0,0,0
AA-AA-000-0000,181,2017-12-01,12,0,0,0
AA-AA-000-0000,181,2018-03-01,12,0,0,0
AA-AA-000-0000,181,2018-06-01,12,0,0,0
AA-AA-000-0000,181,2018-09-01,12,0,0,0
AA-AA-000-0000,181,2018-12-01,12,0,0,0
AA-AA-000-0000,181,2019-03-01,12,0,0,0
AA-AA-000-0000,181,2019-06-01,12,0,0,0
AA-AA-000-0000,181,2019-09-01,12,0,0,0
AA-AA-000-0000,181,2019-12-01,12,0,0,0
AA-AA-000-0000,182,2005-09-01,11,0,0,0
AA-AA-000-0000,182,2005-12-01,12,0,0,0
AA-AA-000-0000,182,2006-03-01,12,0,0,0
AA-AA-000-0000,182,2006-06-01,12,0,0,0
AA-AA-000-0000,182,2006-09-01,12,0,0,0
AA-AA-000-0000,182,2006-12-01,12,0,0,0
AA-AA-000-0000,182,2007-03-01,12,0,0,0
AA-AA-000-0000,182,2007-06-01,12,0,0,0
AA-AA-000-0000,182,2007-09-01,12,0,0,0
AA-AA-000-0000,182,2007-12-01,12,0,0,0
AA-AA-000-0000,182,2008-03-01,12,0,0,0
AA-AA-000-0000,182,2008-06-01,12,0,0,0
AA-AA-000-0000,182,2008-09-01,12,0,0,0
AA-AA-000-0000,182,2008-12-01,12,0,0,0
AA-AA-000-0000,182,2009-03-01,12,0,0,0
AA-AA-000-0000,182,2009-06-01,12,0,0,0
AA-AA-000-0000,182,2009-09-01,12,0,0,0
AA-AA-000-0000,182,2009-12-01,12,0,0,0
AA-AA-000-0000,182,2010-03-01,12,0,0,0
AA-AA-000-0000,182,2010-06-01,12,0,0,0
AA-AA-000-0000,182,2010-09-01,12,0,0,0
AA-AA-000-0000,182,2010-12-01,12,0,0,0
AA-AA-000-0000,182,2011-03-01,12,0,0,0
AA-AA-000-0000,182,2011-06-01,12,0,0,0
AA-AA-000-0000,182,2011-09-01,12,0,0,0
AA-AA-000-0000,182,2011-12-01,12,0,0,0
AA-AA-000-0000,182,2012-03-01,12,0,0,0
AA-AA-000-0000,182,2012-06-01,12,0,0,0
AA-AA-000-0000,182,2012-09-01,12,0,0,0
AA-AA-000-0000,182,2012-12-01,12,0,0,0
AA-AA-000-0000,182,2013-03-01,12,0,0,0
AA-AA-000-0000,182,2013-06-01,12,0,0,0
AA-AA-000-0000,182,2013-09-01,12,0,0,0
AA-AA-000-0000,182,2013-12-01,12,0,0,0
AA-AA-000-0000,182,2014-03-01,12,0,0,0
AA-AA-000-0000,182,2014-06-01,12,0,0,0
AA-AA-000-0000,182,2014-09-01,12,0,0,0
AA-AA-000-0000,182,2014-12-01,12,0,0,0
AA-AA-000-0000,182,2015-03-01,12,0,0,0
AA-AA-000-0000,182,2015-06-01,12,0,0,0
AA-AA-000-0000,182,2015-09-01,12,0,0,0
AA-AA-000-0000,182,2015-12-01,12,0,0,0
AA-AA-000-0000,182,2016-03-01,12,0,0,0
AA-AA-000-0000,182,2016-06-01,12,0,0,0
AA-AA-000-0000,182,2016-09-01,12,0,0,0
AA-AA-000-0000,182,2016-12-01,12,1,0,1
AA-AA-000-0000,182,2017-03-01,12,0,0,0
AA-AA-000-0000,182,2017-06-01,12,0,0,0
AA-AA-000-0000,182,2017-09-01,12,0,0,0
AA-AA-000-0000,182,2017-12-01,12,0,0,0
AA-AA-000-0000,182,2018-03-01,12,0,0,0
AA-AA-000-0000,182,2018-06-01,12,0,0,0
AA-AA-000-0000,182,2018-09-01,12,0,0,0
AA-AA-000-0000,182,2018-12-01,12,0,0,0
AA-AA-000-0000,182,2019-03-01,12,0,0,0
AA-AA-000-0000,182,2019-06-01,12,0,0,0
AA-AA-000-0000,182,2019-09-01,12,0,0,0
AA-AA-000-0000,182,2019-12-01,12,0,0,0
AA-AA-000-0000,183,2011-06-01,10,0,0,0
AA-AA-000-0000,183,2011-09-01,12,0,0,0
AA-AA-000-0000,183,2011-12-01,12,0,0,0
AA-AA-000-0000,183,2012-03-01,12,0,0,0
AA-AA-000-0000,183,2012-06-01,12,0,0,0
AA-AA-000-0000,183,2012-09-01,12,0,0,0
AA-AA-000-0000,183,2012-12-01,12,0,0,0
AA-AA-000-0000,183,2013-03-01,12,0,0,0
AA-AA-000-0000,183,2013-06-01,12,0,0,0
AA-AA-000-0000,183,2013-09-01,12,0,0,0
AA-AA-000-0000,183,2013-12-01,12,0,0,0
AA-AA-000-0000,183,2014-03-01,12,0,0,0
AA-AA-000-0000,183,2014-06-01,12,0,0,0
AA-AA-000-0000,183,2014-09-01,12,0,0,0
AA-AA-000-0000,183,2014-12-01,12,0,0,0
AA-AA-000-0000,183,2015-03-01,12,0,0,0
AA-AA-000-0000,183,2015-06-01,12,0,0,0
AA-AA-000-0000,183,2015-09-01,12,0,0,0
AA-AA-000-0000,183,2015-12-01,12,0,0,0
AA-AA-000-0000,183,2016-03-01,12,0,0,0
AA-AA-000-0000,183,2016-06-01,12,0,0,0
AA-AA-000-0000,183,2016-09-01,12,0,0,0
AA-AA-000-0000,183,2016-12-01,12,0,0,0
AA-AA-000-0000,183,2017-03-01,12,0,0,0
AA-AA-000-0000,183,2017-06-01,12,0,0,0
AA-AA-000-0000,183,2017-09-01,12,0,0,0
AA-AA-000-0000,183,2017-12-01,12,0,0,0
AA-AA-000-0000,183,2018-03-01,12,0,0,0
AA-AA-000-0000,183,2018-06-01,12,0,0,0
AA-AA-000-0000,183,2018-09-01,12,0,0,0
AA-AA-000-0000,183,2018-12-01,12,0,0,0
AA-AA-000-0000,183,2019-03-01,12,0,0,0
AA-AA-000-0000,183,2019-06-01,12,0,0,0
AA-AA-000-0000,183,2019-09-01,12,0,0,0
AA-AA-000-0000,183,2019-12-01,12,0,0,0
AA-AA-000-0000,184,2011-03-01,1,0,0,0
AA-AA-000-0000,184,2011-06-01,1,0,0,0
AA-AA-000-0000,184,2011-09-01,12,0,0,0
AA-AA-000-0000,184,2011-12-01,12,0,0,0
AA-AA-000-0000,184,2012-03-01,12,0,0,0
AA-AA-000-0000,184,2012-06-01,12,0,0,0
AA-AA-000-0000,184,2012-09-01,12,0,1,1
AA-AA-000-0000,184,2012-12-01,12,1,0,1
AA-AA-000-0000,184,2013-03-01,12,1,0,1
AA-AA-000-0000,184,2013-06-01,12,1,0,1
AA-AA-000-0000,184,2013-09-01,12,0,1,1
AA-AA-000-0000,184,2013-12-01,12,0,1,1
AA-AA-000-0000,184,2014-03-01,12,0,1,1
AA-AA-000-0000,184,2014-06-01,12,0,1,1
AA-AA-000-0000,184,2014-09-01,12,0,1,1
AA-AA-000-0000,184,2014-12-01,12,0,1,1
AA-AA-000-0000,184,2015-03-01,12,0,1,1
AA-AA-000-0000,184,2015-06-01,12,0,1,1
AA-AA-000-0000,184,2015-09-01,12,0,1,1
AA-AA-000-0000,184,2015-12-01,12,0,1,1
AA-AA-000-0000,184,2016-03-01,12,0,1,1
AA-AA-000-0000,184,2016-06-01,12,0,1,1
AA-AA-000-0000,184,2016-09-01,12,0,1,1
AA-AA-000-0000,184,2016-12-01,12,0,1,1
AA-AA-000-0000,184,2017-03-01,12,0,1,1
AA-AA-000-0000,184,2017-06-01,12,0,1,1
AA-AA-000-0000,184,2017-09-01,12,0,1,1
AA-AA-000-0000,184,2017-12-01,12,0,1,1
AA-AA-000-0000,184,2018-03-01,12,0,1,1
AA-AA-000-0000,184,2018-06-01,12,0,1,1
AA-AA-000-0000,184,2018-09-01,12,0,1,1
AA-AA-000-0000,184,2018-12-01,12,0,1,1
AA-AA-000-0000,184,2019-03-01,12,0,1,1
AA-AA-000-0000,184,2019-06-01,12,0,1,1
AA-AA-000-0000,184,2019-09-01,12,0,1,1
AA-AA-000-0000,184,2019-12-01,12,0,1,1
AA-AA-000-0000,185,2006-03-01,1,0,0,0
AA-AA-000-0000,185,2006-06-01,1,0,0,0
AA-AA-000-0000,185,2006-09-01,1,0,0,0
AA-AA-000-0000,185,2006-12-01,1,0,0,0
AA-AA-000-0000,185,2007-03-01,10,0,0,0
AA-AA-000-0000,185,2007-06-01,12,0,0,0
AA-AA-000-0000,185,2007-09-01,12,0,0,0
AA-AA-000-0000,185,2007-12-01,12,1,0,1
AA-AA-000-0000,185,2008-03-01,12,1,0,1
AA-AA-000-0000,185,2008-06-01,12,1,0,1
AA-AA-000-0000,185,2008-09-01,12,1,0,1
AA-AA-000-0000,185,2008-12-01,12,1,0,1
AA-AA-000-0000,185,2009-03-01,12,2,0,2
AA-AA-000-0000,185,2009-06-01,12,1,0,1
AA-AA-000-0000,185,2009-09-01,12,2,0,2
AA-AA-000-0000,185,2009-12-01,12,2,0,2
AA-AA-000-0000,185,2010-03-01,12,1,0,1
AA-AA-000-0000,185,2010-06-01,12,1,0,1
AA-AA-000-0000,185,2010-09-01,12,0,0,0
AA-AA-000-0000,185,2010-12-01,12,0,0,0
AA-AA-000-0000,185,2011-03-01,12,0,0,0
AA-AA-000-0000,185,2011-06-01,12,0,0,0
AA-AA-000-0000,185,2011-09-01,12,0,0,0
AA-AA-000-0000,185,2011-12-01,12,0,0,0
AA-AA-000-0000,185,2012-03-01,12,0,0,0
AA-AA-000-0000,185,2012-06-01,12,0,0,0
AA-AA-000-0000,185,2012-09-01,12,0,0,0
AA-AA-000-0000,185,2012-12-01,12,0,0,0
AA-AA-000-0000,185,2013-03-01,12,0,0,0
AA-AA-000-0000,185,2013-06-01,12,0,0,0
AA-AA-000-0000,185,2013-09-01,12,1,0,1
AA-AA-000-0000,185,2013-12-01,12,1,0,1
AA-AA-000-0000,185,2014-03-01,12,1,0,1
AA-AA-000-0000,185,2014-06-01,12,1,0,1
AA-AA-000-0000,185,2014-09-01,12,1,0,1
AA-AA-000-0000,185,2014-12-01,12,1,0,1
AA-AA-000-0000,185,2015-03-01,12,1,0,1
AA-AA-000-0000,185,2015-06-01,12,1,0,1
AA-AA-000-0000,185,2015-09-01,12,1,0,1
AA-AA-000-0000,185,2015-12-01,12,1,0,1
AA-AA-000-0000,185,2016-03-01,12,1,0,1
AA-AA-000-0000,185,2016-06-01,12,1,0,1
AA-AA-000-0000,185,2016-09-01,12,1,0,1
AA-AA-000-0000,185,2016-12-01,12,1,0,1
AA-AA-000-0000,185,2017-03-01,12,1,0,1
AA-AA-000-0000,185,2017-06-01,12,1,0,1
AA-AA-000-0000,185,2017-09-01,12,1,0,1
AA-AA-000-0000,185,2017-12-01,12,1,0,1
AA-AA-000-0000,185,2018-03-01,12,1,0,1
AA-AA-000-0000,185,2018-06-01,12,1,0,1
AA-AA-000-0000,185,2018-09-01,12,1,0,1
AA-AA-000-0000,185,2018-12-01,12,1,0,1
AA-AA-000-0000,185,2019-03-01,12,1,0,1
AA-AA-000-0000,185,2019-06-01,12,1,0,1
AA-AA-000-0000,185,2019-09-01,12,1,0,1
AA-AA-000-0000,185,2019-12-01,12,1,0,1
AA-AA-000-0000,186,2005-12-01,12,0,0,0
AA-AA-000-0000,186,2006-03-01,12,1,0,1
AA-AA-000-0000,186,2006-06-01,12,0,1,1
AA-AA-000-0000,186,2006-09-01,12,0,1,1
AA-AA-000-0000,186,2006-12-01,12,1,1,2
AA-AA-000-0000,186,2007-03-01,12,1,1,2
AA-AA-000-0000,186,2007-06-01,12,1,1,2
AA-AA-000-0000,186,2007-09-01,12,1,1,2
AA-AA-000-0000,186,2007-12-01,12,1,1,2
AA-AA-000-0000,186,2008-03-01,12,1,1,2
AA-AA-000-0000,186,2008-06-01,12,1,1,2
AA-AA-000-0000,186,2008-09-01,12,0,1,1
AA-AA-000-0000,186,2008-12-01,12,0,1,1
AA-AA-000-0000,186,2009-03-01,12,0,1,1
AA-AA-000-0000,186,2009-06-01,12,1,1,2
AA-AA-000-0000,186,2009-09-01,12,1,2,3
AA-AA-000-0000,186,2009-12-01,12,1,2,3
AA-AA-000-0000,186,2010-03-01,12,1,2,3
AA-AA-000-0000,186,2010-06-01,12,1,2,3
AA-AA-000-0000,186,2010-09-01,12,1,2,3
AA-AA-000-0000,186,2010-12-01,12,1,2,3
AA-AA-000-0000,186,2011-03-01,12,0,2,2
AA-AA-000-0000,186,2011-06-01,12,0,2,2
AA-AA-000-0000,186,2011-09-01,12,1,2,3
AA-AA-000-0000,186,2011-12-01,12,1,2,3
AA-AA-000-0000,186,2012-03-01,12,0,2,2
AA-AA-000-0000,186,2012-06-01,12,0,2,2
AA-AA-000-0000,186,2012-09-01,12,0,2,2
AA-AA-000-0000,186,2012-12-01,12,0,1,1
AA-AA-000-0000,186,2013-03-01,12,1,1,2
AA-AA-000-0000,186,2013-06-01,12,1,1,2
AA-AA-000-0000,186,2013-09-01,12,1,1,2
AA-AA-000-0000,186,2013-12-01,12,0,2,2
AA-AA-000-0000,186,2014-03-01,12,0,2,2
AA-AA-000-0000,186,2014-06-01,12,0,2,2
AA-AA-000-0000,186,2014-09-01,12,0,2,2
AA-AA-000-0000,186,2014-12-01,12,0,2,2
AA-AA-000-0000,186,2015-03-01,12,0,2,2
AA-AA-000-0000,186,2015-06-01,12,0,2,2
AA-AA-000-0000,186,2015-09-01,12,0,2,2
AA-AA-000-0000,186,2015-12-01,12,0,2,2
AA-AA-000-0000,186,2016-03-01,12,0,1,1
AA-AA-000-0000,186,2016-06-01,12,0,1,1
AA-AA-000-0000,186,2016-09-01,12,0,1,1
AA-AA-000-0000,186,2016-12-01,12,0,1,1
AA-AA-000-0000,186,2017-03-01,12,0,1,1
AA-AA-000-0000,186,2017-06-01,12,0,1,1
AA-AA-000-0000,186,2017-09-01,12,0,1,1
AA-AA-000-0000,186,2017-12-01,12,0,1,1
AA-AA-000-0000,186,2018-03-01,12,0,1,1
AA-AA-000-0000,186,2018-06-01,12,1,1,2
AA-AA-000-0000,186,2018-09-01,12,0,1,1
AA-AA-000-0000,186,2018-12-01,12,0,1,1
AA-AA-000-0000,186,2019-03-01,12,0,1,1
AA-AA-000-0000,186,2019-06-01,12,0,1,1
AA-AA-000-0000,186,2019-09-01,12,0,1,1
AA-AA-000-0000,186,2019-12-01,12,0,1,1
AA-AA-000-0000,187,2004-09-01,12,0,1,1
AA-AA-000-0000,187,2004-12-01,12,0,0,0
AA-AA-000-0000,187,2005-03-01,12,0,0,0
AA-AA-000-0000,187,2005-06-01,12,0,0,0
AA-AA-000-0000,187,2005-09-01,12,0,0,0
AA-AA-000-0000,187,2005-12-01,12,0,0,0
AA-AA-000-0000,187,2006-03-01,12,0,0,0
AA-AA-000-0000,187,2006-06-01,12,0,0,0
AA-AA-000-0000,187,2006-09-01,12,0,0,0
AA-AA-000-0000,187,2006-12-01,12,0,0,0
AA-AA-000-0000,187,2007-03-01,12,0,0,0
AA-AA-000-0000,187,2007-06-01,12,0,0,0
AA-AA-000-0000,187,2007-09-01,12,0,0,0
AA-AA-000-0000,187,2007-12-01,12,0,0,0
AA-AA-000-0000,187,2008-03-01,12,0,0,0
AA-AA-000-0000,187,2008-06-01,12,0,0,0
AA-AA-000-0000,187,2008-09-01,12,0,0,0
AA-AA-000-0000,187,2008-12-01,12,0,0,0
AA-AA-000-0000,187,2009-03-01,12,0,0,0
AA-AA-000-0000,187,2009-06-01,12,0,0,0
AA-AA-000-0000,187,2009-09-01,12,0,0,0
AA-AA-000-0000,187,2009-12-01,12,1,0,1
AA-AA-000-0000,187,2010-03-01,12,0,0,0
AA-AA-000-0000,187,2010-06-01,12,1,0,1
AA-AA-000-0000,187,2010-09-01,12,1,0,1
AA-AA-000-0000,187,2010-12-01,12,1,0,1
AA-AA-000-0000,187,2011-03-01,12,1,0,1
AA-AA-000-0000,187,2011-06-01,12,0,0,0
AA-AA-000-0000,187,2011-09-01,12,0,0,0
AA-AA-000-0000,187,2011-12-01,12,1,0,1
AA-AA-000-0000,187,2012-03-01,12,0,0,0
AA-AA-000-0000,187,2012-06-01,12,0,0,0
AA-AA-000-0000,187,2012-09-01,12,0,0,0
AA-AA-000-0000,187,2012-12-01,12,0,0,0
AA-AA-000-0000,187,2013-03-01,12,0,0,0
AA-AA-000-0000,187,2013-06-01,12,0,0,0
AA-AA-000-0000,187,2013-09-01,12,0,0,0
AA-AA-000-0000,187,2013-12-01,12,0,0,0
AA-AA-000-0000,187,2014-03-01,12,0,0,0
AA-AA-000-0000,187,2014-06-01,12,0,0,0
AA-AA-000-0000,187,2014-09-01,12,0,0,0
AA-AA-000-0000,187,2014-12-01,12,0,0,0
AA-AA-000-0000,187,2015-03-01,12,0,0,0
AA-AA-000-0000,187,2015-06-01,12,0,0,0
AA-AA-000-0000,187,2015-09-01,12,0,0,0
AA-AA-000-0000,187,2015-12-01,12,0,0,0
AA-AA-000-0000,187,2016-03-01,12,0,0,0
AA-AA-000-0000,187,2016-06-01,12,0,0,0
AA-AA-000-0000,187,2016-09-01,12,0,0,0
AA-AA-000-0000,187,2016-12-01,12,0,0,0
AA-AA-000-0000,187,2017-03-01,12,0,0,0
AA-AA-000-0000,187,2017-06-01,12,0,0,0
AA-AA-000-0000,187,2017-09-01,12,0,0,0
AA-AA-000-0000,187,2017-12-01,12,0,0,0
AA-AA-000-0000,187,2018-03-01,12,0,0,0
AA-AA-000-0000,187,2018-06-01,12,0,0,0
AA-AA-000-0000,187,2018-09-01,12,0,0,0
AA-AA-000-0000,187,2018-12-01,12,0,0,0
AA-AA-000-0000,187,2019-03-01,12,0,0,0
AA-AA-000-0000,187,2019-06-01,12,0,0,0
AA-AA-000-0000,187,2019-09-01,12,0,0,0
AA-AA-000-0000,187,2019-12-01,12,0,0,0
AA-AA-000-0000,188,2009-09-01,12,0,0,0
AA-AA-000-0000,188,2009-12-01,12,0,0,0
AA-AA-000-0000,188,2010-03-01,12,0,0,0
AA-AA-000-0000,188,2010-06-01,12,0,0,0
AA-AA-000-0000,188,2010-09-01,12,0,0,0
AA-AA-000-0000,188,2010-12-01,12,0,0,0
AA-AA-000-0000,188,2011-03-01,12,0,0,0
AA-AA-000-0000,188,2011-06-01,12,0,0,0
AA-AA-000-0000,188,2011-09-01,12,0,0,0
AA-AA-000-0000,188,2011-12-01,12,0,0,0
AA-AA-000-0000,188,2012-03-01,12,0,0,0
AA-AA-000-0000,188,2012-06-01,12,0,0,0
AA-AA-000-0000,188,2012-09-01,12,0,0,0
AA-AA-000-0000,188,2012-12-01,12,0,0,0
AA-AA-000-0000,188,2013-03-01,12,0,0,0
AA-AA-000-0000,188,2013-06-01,12,0,0,0
AA-AA-000-0000,188,2013-09-01,12,0,0,0
AA-AA-000-0000,188,2013-12-01,12,0,0,0
AA-AA-000-0000,188,2014-03-01,12,0,0,0
AA-AA-000-0000,188,2014-06-01,12,0,0,0
AA-AA-000-0000,188,2014-09-01,12,0,0,0
AA-AA-000-0000,188,2014-12-01,12,0,0,0
AA-AA-000-0000,188,2015-03-01,12,0,0,0
AA-AA-000-0000,188,2015-06-01,12,0,0,0
AA-AA-000-0000,188,2015-09-01,12,0,0,0
AA-AA-000-0000,188,2015-12-01,12,0,0,0
AA-AA-000-0000,188,2016-03-01,12,0,0,0
AA-AA-000-0000,188,2016-06-01,12,0,0,0
AA-AA-000-0000,188,2016-09-01,12,0,0,0
AA-AA-000-0000,188,2016-12-01,12,1,0,1
AA-AA-000-0000,188,2017-03-01,12,0,0,0
AA-AA-000-0000,188,2017-06-01,12,0,0,0
AA-AA-000-0000,188,2017-09-01,12,0,0,0
AA-AA-000-0000,188,2017-12-01,12,0,0,0
AA-AA-000-0000,188,2018-03-01,12,0,0,0
AA-AA-000-0000,188,2018-06-01,12,0,0,0
AA-AA-000-0000,188,2018-09-01,12,0,0,0
AA-AA-000-0000,188,2018-12-01,12,0,0,0
AA-AA-000-0000,188,2019-03-01,12,0,0,0
AA-AA-000-0000,188,2019-06-01,12,0,0,0
AA-AA-000-0000,188,2019-09-01,12,0,0,0
AA-AA-000-0000,188,2019-12-01,12,0,0,0
AA-AA-000-0000,189,2003-12-01,11,1,0,1
AA-AA-000-0000,189,2004-03-01,12,1,0,1
AA-AA-000-0000,189,2004-06-01,12,0,0,0
AA-AA-000-0000,189,2004-09-01,12,0,0,0
AA-AA-000-0000,189,2004-12-01,12,0,0,0
AA-AA-000-0000,189,2005-03-01,12,0,0,0
AA-AA-000-0000,189,2005-06-01,12,0,0,0
AA-AA-000-0000,189,2005-09-01,12,0,0,0
AA-AA-000-0000,189,2005-12-01,12,0,0,0
AA-AA-000-0000,189,2006-03-01,12,0,0,0
AA-AA-000-0000,189,2006-06-01,12,0,0,0
AA-AA-000-0000,189,2006-09-01,12,0,0,0
AA-AA-000-0000,189,2006-12-01,12,0,0,0
AA-AA-000-0000,189,2007-03-01,12,0,0,0
AA-AA-000-0000,189,2007-06-01,12,1,0,1
AA-AA-000-0000,189,2007-09-01,12,0,0,0
AA-AA-000-0000,189,2007-12-01,12,0,0,0
AA-AA-000-0000,189,2008-03-01,12,0,0,0
AA-AA-000-0000,189,2008-06-01,12,0,0,0
AA-AA-000-0000,189,2008-09-01,12,0,0,0
AA-AA-000-0000,189,2008-12-01,12,0,0,0
AA-AA-000-0000,189,2009-03-01,12,0,0,0
AA-AA-000-0000,189,2009-06-01,12,0,0,0
AA-AA-000-0000,189,2009-09-01,12,0,0,0
AA-AA-000-0000,189,2009-12-01,12,0,0,0
AA-AA-000-0000,189,2010-03-01,12,1,0,1
AA-AA-000-0000,189,2010-06-01,12,1,0,1
AA-AA-000-0000,189,2010-09-01,12,1,0,1
AA-AA-000-0000,189,2010-12-01,12,0,0,0
