StudyID,MetricID,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,kri0004,172,11,22818,0.000482076,-0.029486686,0,2023-05-01
AA-AA-000-0000,kri0004,143,10,20902,0.000478423,-0.040213457,0,2023-05-01
AA-AA-000-0000,kri0004,181,1,2183,0.000458085,-0.034575486,0,2023-05-01
AA-AA-000-0000,kri0004,19,1,2209,0.000452694,-0.040535612,0,2023-05-01
AA-AA-000-0000,kri0004,81,1,2292,0.0004363,-0.059113341,0,2023-05-01
AA-AA-000-0000,kri0004,189,10,23364,0.000428009,-0.217515716,0,2023-05-01
AA-AA-000-0000,kri0004,163,1,2387,0.000418936,-0.079592085,0,2023-05-01
AA-AA-000-0000,kri0004,134,2,4824,0.000414594,-0.11999708,0,2023-05-01
AA-AA-000-0000,kri0004,43,10,24166,0.000413805,-0.27136342,0,2023-05-01
AA-AA-000-0000,kri0004,102,1,2455,0.000407332,-0.093774771,0,2023-05-01
AA-AA-000-0000,kri0004,190,2,5226,0.000382702,-0.177253963,0,2023-05-01
AA-AA-000-0000,kri0004,140,17,50949,0.000333667,-0.804803815,0,2023-05-01
AA-AA-000-0000,kri0004,141,3,9602,0.000312435,-0.396632161,0,2023-05-01
AA-AA-000-0000,kri0004,128,1,3213,0.000311236,-0.230980279,0,2023-05-01
AA-AA-000-0000,kri0004,76,3,9840,0.000304878,-0.418541181,0,2023-05-01
AA-AA-000-0000,kri0004,11,2,6784,0.000294811,-0.366352663,0,2023-05-01
AA-AA-000-0000,kri0004,97,1,3717,0.000269034,-0.306866564,0,2023-05-01
AA-AA-000-0000,kri0004,177,1,3792,0.000263713,-0.317388257,0,2023-05-01
AA-AA-000-0000,kri0004,133,1,3881,0.000257666,-0.329647086,0,2023-05-01
AA-AA-000-0000,kri0004,187,1,3910,0.000255754,-0.333590199,0,2023-05-01
AA-AA-000-0000,kri0004,71,2,7865,0.000254291,-0.476070343,0,2023-05-01
AA-AA-000-0000,kri0004,86,4,15968,0.000250501,-0.689215995,0,2023-05-01
AA-AA-000-0000,kri0004,62,6,24569,0.00024421,-0.877309733,0,2023-05-01
AA-AA-000-0000,kri0004,91,3,12408,0.000241779,-0.629610967,0,2023-05-01
AA-AA-000-0000,kri0004,77,3,13320,0.000225225,-0.695727603,0,2023-05-01
AA-AA-000-0000,kri0004,69,2,9175,0.000217984,-0.5931702,0,2023-05-01
AA-AA-000-0000,kri0004,10,3,13774,0.000217802,-0.727270691,0,2023-05-01
AA-AA-000-0000,kri0004,138,1,4913,0.000203542,-0.457048508,0,2023-05-01
AA-AA-000-0000,kri0004,13,1,5129,0.00019497,-0.480928757,0,2023-05-01
AA-AA-000-0000,kri0004,92,2,10653,0.000187741,-0.710052038,0,2023-05-01
AA-AA-000-0000,kri0004,152,1,5572,0.000179469,-0.52754501,0,2023-05-01
AA-AA-000-0000,kri0004,137,1,5984,0.000167112,-0.568407939,0,2023-05-01
AA-AA-000-0000,kri0004,146,1,6195,0.000161421,-0.588516109,0,2023-05-01
AA-AA-000-0000,kri0004,8,3,18655,0.000160815,-1.023136413,0,2023-05-01
AA-AA-000-0000,kri0004,139,7,43704,0.000160168,-1.569085911,0,2023-05-01
AA-AA-000-0000,kri0004,166,2,14349,0.000139383,-0.955621585,0,2023-05-01
AA-AA-000-0000,kri0004,170,3,21878,0.000137124,-1.187578004,0,2023-05-01
AA-AA-000-0000,kri0004,58,2,15101,0.000132442,-0.999713066,0,2023-05-01
AA-AA-000-0000,kri0004,155,1,7803,0.000128156,-0.727224025,0,2023-05-01
AA-AA-000-0000,kri0004,51,1,7886,0.000126807,-0.7338017,0,2023-05-01
AA-AA-000-0000,kri0004,94,3,26286,0.000114129,-1.386394045,0,2023-05-01
AA-AA-000-0000,kri0004,85,1,10519,9.50660709192889e-05,-0.921425325,0,2023-05-01
AA-AA-000-0000,kri0004,167,1,10875,9.19540229885057e-05,-0.944257803,0,2023-05-01
AA-AA-000-0000,kri0004,118,0,13401,0,-1.289942004,0,2023-05-01
AA-AA-000-0000,kri0004,149,0,7453,0,-0.961982434,0,2023-05-01
AA-AA-000-0000,kri0004,4,0,6566,0,-0.902925712,0,2023-05-01
AA-AA-000-0000,kri0004,113,0,6174,0,-0.875557946,0,2023-05-01
AA-AA-000-0000,kri0004,59,0,6053,0,-0.866935762,0,2023-05-01
AA-AA-000-0000,kri0004,131,0,5246,0,-0.8070784,0,2023-05-01
AA-AA-000-0000,kri0004,164,0,5193,0,-0.80299112,0,2023-05-01
AA-AA-000-0000,kri0004,83,0,4736,0,-0.766844714,0,2023-05-01
AA-AA-000-0000,kri0004,29,0,4702,0,-0.764087146,0,2023-05-01
AA-AA-000-0000,kri0004,121,0,4670,0,-0.761482666,0,2023-05-01
AA-AA-000-0000,kri0004,23,0,4161,0,-0.718787373,0,2023-05-01
AA-AA-000-0000,kri0004,147,0,3883,0,-0.694360931,0,2023-05-01
AA-AA-000-0000,kri0004,22,0,3570,0,-0.66578758,0,2023-05-01
AA-AA-000-0000,kri0004,109,0,3422,0,-0.651840865,0,2023-05-01
AA-AA-000-0000,kri0004,27,0,3167,0,-0.627083846,0,2023-05-01
AA-AA-000-0000,kri0004,96,0,3019,0,-0.612256124,0,2023-05-01
AA-AA-000-0000,kri0004,144,0,2949,0,-0.605116461,0,2023-05-01
AA-AA-000-0000,kri0004,106,0,2881,0,-0.598099185,0,2023-05-01
AA-AA-000-0000,kri0004,64,0,2833,0,-0.593095827,0,2023-05-01
AA-AA-000-0000,kri0004,47,0,2658,0,-0.574485497,0,2023-05-01
AA-AA-000-0000,kri0004,151,0,2480,0,-0.554916223,0,2023-05-01
AA-AA-000-0000,kri0004,60,0,2431,0,-0.549406838,0,2023-05-01
AA-AA-000-0000,kri0004,120,0,2406,0,-0.546574533,0,2023-05-01
AA-AA-000-0000,kri0004,53,0,2217,0,-0.52466782,0,2023-05-01
AA-AA-000-0000,kri0004,107,0,2115,0,-0.512456218,0,2023-05-01
AA-AA-000-0000,kri0004,32,0,2110,0,-0.511850119,0,2023-05-01
AA-AA-000-0000,kri0004,136,0,1843,0,-0.478370345,0,2023-05-01
AA-AA-000-0000,kri0004,112,0,1691,0,-0.458219308,0,2023-05-01
AA-AA-000-0000,kri0004,150,0,1647,0,-0.452218558,0,2023-05-01
AA-AA-000-0000,kri0004,40,0,1604,0,-0.446276238,0,2023-05-01
AA-AA-000-0000,kri0004,119,0,1570,0,-0.441521043,0,2023-05-01
AA-AA-000-0000,kri0004,168,0,1528,0,-0.435575314,0,2023-05-01
AA-AA-000-0000,kri0004,178,0,1511,0,-0.433145507,0,2023-05-01
AA-AA-000-0000,kri0004,41,0,1507,0,-0.432571804,0,2023-05-01
AA-AA-000-0000,kri0004,18,0,1430,0,-0.42137581,0,2023-05-01
AA-AA-000-0000,kri0004,82,0,1422,0,-0.420195483,0,2023-05-01
AA-AA-000-0000,kri0004,98,0,1420,0,-0.419899883,0,2023-05-01
AA-AA-000-0000,kri0004,148,0,1411,0,-0.418567099,0,2023-05-01
AA-AA-000-0000,kri0004,52,0,1205,0,-0.386807695,0,2023-05-01
AA-AA-000-0000,kri0004,182,0,1070,0,-0.36449659,0,2023-05-01
AA-AA-000-0000,kri0004,65,0,885,0,-0.331492126,0,2023-05-01
AA-AA-000-0000,kri0004,36,0,883,0,-0.331117346,0,2023-05-01
AA-AA-000-0000,kri0004,110,0,804,0,-0.315958182,0,2023-05-01
AA-AA-000-0000,kri0004,38,0,798,0,-0.314777025,0,2023-05-01
AA-AA-000-0000,kri0004,66,0,796,0,-0.31438232,0,2023-05-01
AA-AA-000-0000,kri0004,87,0,788,0,-0.31279852,0,2023-05-01
AA-AA-000-0000,kri0004,180,0,780,0,-0.31120666,0,2023-05-01
AA-AA-000-0000,kri0004,46,0,738,0,-0.302712087,0,2023-05-01
AA-AA-000-0000,kri0004,171,0,715,0,-0.297957692,0,2023-05-01
AA-AA-000-0000,kri0004,78,0,715,0,-0.297957692,0,2023-05-01
AA-AA-000-0000,kri0004,132,0,713,0,-0.297540677,0,2023-05-01
AA-AA-000-0000,kri0004,33,0,713,0,-0.297540677,0,2023-05-01
AA-AA-000-0000,kri0004,6,0,709,0,-0.296704886,0,2023-05-01
AA-AA-000-0000,kri0004,117,0,706,0,-0.296076496,0,2023-05-01
AA-AA-000-0000,kri0004,123,0,705,0,-0.295866735,0,2023-05-01
AA-AA-000-0000,kri0004,99,0,703,0,-0.295446768,0,2023-05-01
AA-AA-000-0000,kri0004,42,0,702,0,-0.295236561,0,2023-05-01
AA-AA-000-0000,kri0004,55,0,697,0,-0.294183269,0,2023-05-01
AA-AA-000-0000,kri0004,154,0,475,0,-0.242855747,0,2023-05-01
AA-AA-000-0000,kri0005,28,35,2399,0.014589412,6.872959626,2,2023-05-01
AA-AA-000-0000,kri0005,52,14,1566,0.008939974,3.215896125,2,2023-05-01
AA-AA-000-0000,kri0005,83,47,5472,0.008589181,5.74018422,2,2023-05-01
AA-AA-000-0000,kri0005,32,20,2399,0.008336807,3.67151781,2,2023-05-01
AA-AA-000-0000,kri0005,132,8,904,0.008849558,2.414957601,1,2023-05-01
AA-AA-000-0000,kri0005,40,11,1803,0.006100943,2.19048006,1,2023-05-01
AA-AA-000-0000,kri0005,70,13,2403,0.005409904,2.174703842,1,2023-05-01
AA-AA-000-0000,kri0005,10,42,15426,0.002722676,2.020980579,1,2023-05-01
AA-AA-000-0000,kri0005,171,4,842,0.004750594,1.087305235,0,2023-05-01
AA-AA-000-0000,kri0005,148,7,1611,0.004345127,1.333857324,0,2023-05-01
AA-AA-000-0000,kri0005,25,9,2244,0.004010695,1.408636718,0,2023-05-01
AA-AA-000-0000,kri0005,186,16,4016,0.003984064,1.866806647,0,2023-05-01
AA-AA-000-0000,kri0005,111,6,1857,0.003231018,0.930196982,0,2023-05-01
AA-AA-000-0000,kri0005,67,22,7750,0.00283871,1.53925617,0,2023-05-01
AA-AA-000-0000,kri0005,50,19,6706,0.002833284,1.427186222,0,2023-05-01
AA-AA-000-0000,kri0005,137,16,6026,0.002655161,1.208347905,0,2023-05-01
AA-AA-000-0000,kri0005,72,2,759,0.002635046,0.423049942,0,2023-05-01
AA-AA-000-0000,kri0005,12,2,792,0.002525253,0.399848346,0,2023-05-01
AA-AA-000-0000,kri0005,57,4,1590,0.002515723,0.562568747,0,2023-05-01
AA-AA-000-0000,kri0005,46,2,800,0.0025,0.39439617,0,2023-05-01
AA-AA-000-0000,kri0005,18,4,1638,0.002442002,0.539807122,0,2023-05-01
AA-AA-000-0000,kri0005,49,8,3314,0.002414001,0.750966444,0,2023-05-01
AA-AA-000-0000,kri0005,115,5,2146,0.002329916,0.563589525,0,2023-05-01
AA-AA-000-0000,kri0005,178,4,1731,0.002310803,0.497857374,0,2023-05-01
AA-AA-000-0000,kri0005,147,10,4353,0.002297266,0.780161097,0,2023-05-01
AA-AA-000-0000,kri0005,153,8,3681,0.002173322,0.638809103,0,2023-05-01
AA-AA-000-0000,kri0005,131,12,5623,0.002134092,0.75878437,0,2023-05-01
AA-AA-000-0000,kri0005,107,5,2417,0.00206868,0.463859148,0,2023-05-01
AA-AA-000-0000,kri0005,170,45,23046,0.001952617,1.248149263,0,2023-05-01
AA-AA-000-0000,kri0005,189,44,23893,0.001841544,1.09139986,0,2023-05-01
AA-AA-000-0000,kri0005,13,9,5183,0.001736446,0.429226686,0,2023-05-01
AA-AA-000-0000,kri0005,92,21,12148,0.00172868,0.648177389,0,2023-05-01
AA-AA-000-0000,kri0005,138,9,5258,0.001711677,0.413545992,0,2023-05-01
AA-AA-000-0000,kri0005,176,7,4165,0.001680672,0.347144472,0,2023-05-01
AA-AA-000-0000,kri0005,112,3,1786,0.001679731,0.226907322,0,2023-05-01
AA-AA-000-0000,kri0005,136,3,1852,0.00161987,0.20413209,0,2023-05-01
AA-AA-000-0000,kri0005,15,6,3772,0.001590668,0.272575475,0,2023-05-01
AA-AA-000-0000,kri0005,118,23,14593,0.001576098,0.517734609,0,2023-05-01
AA-AA-000-0000,kri0005,163,4,2588,0.001545595,0.201808737,0,2023-05-01
AA-AA-000-0000,kri0005,86,27,17679,0.001527236,0.501938005,0,2023-05-01
AA-AA-000-0000,kri0005,34,10,6655,0.00150263,0.286976769,0,2023-05-01
AA-AA-000-0000,kri0005,114,8,5332,0.001500375,0.255151658,0,2023-05-01
AA-AA-000-0000,kri0005,122,11,7393,0.001487894,0.289225616,0,2023-05-01
AA-AA-000-0000,kri0005,179,5,3391,0.001474491,0.187721331,0,2023-05-01
AA-AA-000-0000,kri0005,159,1,702,0.001424501,0.071566016,0,2023-05-01
AA-AA-000-0000,kri0005,81,3,2272,0.001320423,0.076888129,0,2023-05-01
AA-AA-000-0000,kri0005,172,31,23653,0.001310616,0.23231745,0,2023-05-01
AA-AA-000-0000,kri0005,8,26,19970,0.001301953,0.200667887,0,2023-05-01
AA-AA-000-0000,kri0005,56,27,20780,0.001299326,0.20073889,0,2023-05-01
AA-AA-000-0000,kri0005,139,62,47818,0.001296583,0.298240777,0,2023-05-01
AA-AA-000-0000,kri0005,55,1,772,0.001295337,0.037532898,0,2023-05-01
AA-AA-000-0000,kri0005,84,3,2323,0.001291433,0.063140412,0,2023-05-01
AA-AA-000-0000,kri0005,144,4,3190,0.001253918,0.051841077,0,2023-05-01
AA-AA-000-0000,kri0005,94,37,29599,0.001250042,0.150941328,0,2023-05-01
AA-AA-000-0000,kri0005,59,8,6405,0.001249024,0.069363182,0,2023-05-01
AA-AA-000-0000,kri0005,101,3,2467,0.001216052,0.025928113,0,2023-05-01
AA-AA-000-0000,kri0005,33,1,826,0.001210654,0.013381119,0,2023-05-01
AA-AA-000-0000,kri0005,177,5,4194,0.001192179,0.017644975,0,2023-05-01
AA-AA-000-0000,kri0005,78,1,840,0.001190476,0.007380712,0,2023-05-01
AA-AA-000-0000,kri0005,119,2,1682,0.001189061,0.009837227,0,2023-05-01
AA-AA-000-0000,kri0005,185,2,1702,0.001175088,0.003869615,0,2023-05-01
AA-AA-000-0000,kri0005,103,4,3453,0.001158413,-0.004731539,0,2023-05-01
AA-AA-000-0000,kri0005,133,5,4323,0.001156604,-0.006537365,0,2023-05-01
AA-AA-000-0000,kri0005,9,2,1735,0.001152738,-0.005825096,0,2023-05-01
AA-AA-000-0000,kri0005,31,1,873,0.001145475,-0.006375137,0,2023-05-01
AA-AA-000-0000,kri0005,5,40,35350,0.001131542,-0.06795342,0,2023-05-01
AA-AA-000-0000,kri0005,11,8,7157,0.001117787,-0.042740589,0,2023-05-01
AA-AA-000-0000,kri0005,85,12,10999,0.001091008,-0.082343242,0,2023-05-01
AA-AA-000-0000,kri0005,63,9,8298,0.001084599,-0.077625332,0,2023-05-01
AA-AA-000-0000,kri0005,166,15,14420,0.001040222,-0.158035919,0,2023-05-01
AA-AA-000-0000,kri0005,61,14,13620,0.0010279,-0.168622065,0,2023-05-01
AA-AA-000-0000,kri0005,184,4,3912,0.001022495,-0.09390436,0,2023-05-01
AA-AA-000-0000,kri0005,134,5,4969,0.001006239,-0.117812006,0,2023-05-01
AA-AA-000-0000,kri0005,7,8,8037,0.000995396,-0.15999224,0,2023-05-01
AA-AA-000-0000,kri0005,104,7,7122,0.00098287,-0.16166049,0,2023-05-01
AA-AA-000-0000,kri0005,173,21,21801,0.000963259,-0.313110477,0,2023-05-01
AA-AA-000-0000,kri0005,174,4,4411,0.000906824,-0.180022415,0,2023-05-01
AA-AA-000-0000,kri0005,140,50,56418,0.000886242,-0.694928582,0,2023-05-01
AA-AA-000-0000,kri0005,89,4,4545,0.000880088,-0.201578514,0,2023-05-01
AA-AA-000-0000,kri0005,141,9,10268,0.00087651,-0.306774981,0,2023-05-01
AA-AA-000-0000,kri0005,190,5,5727,0.000873057,-0.231839147,0,2023-05-01
AA-AA-000-0000,kri0005,43,22,25652,0.000857633,-0.516488621,0,2023-05-01
AA-AA-000-0000,kri0005,157,5,5894,0.00084832,-0.255047975,0,2023-05-01
AA-AA-000-0000,kri0005,62,22,26697,0.000824063,-0.584243627,0,2023-05-01
AA-AA-000-0000,kri0005,19,2,2452,0.000815661,-0.181410231,0,2023-05-01
AA-AA-000-0000,kri0005,156,6,7511,0.000798828,-0.332754612,0,2023-05-01
AA-AA-000-0000,kri0005,113,5,6353,0.00078703,-0.315861284,0,2023-05-01
AA-AA-000-0000,kri0005,105,2,2555,0.000782779,-0.202556082,0,2023-05-01
AA-AA-000-0000,kri0005,167,9,11713,0.000768377,-0.449988269,0,2023-05-01
AA-AA-000-0000,kri0005,155,6,8040,0.000746269,-0.393539584,0,2023-05-01
AA-AA-000-0000,kri0005,91,10,13525,0.000739372,-0.518806647,0,2023-05-01
AA-AA-000-0000,kri0005,77,10,13687,0.00073062,-0.532607177,0,2023-05-01
AA-AA-000-0000,kri0005,106,2,2774,0.000720981,-0.245083709,0,2023-05-01
AA-AA-000-0000,kri0005,161,2,2799,0.000714541,-0.249747099,0,2023-05-01
AA-AA-000-0000,kri0005,187,3,4206,0.000713267,-0.307013378,0,2023-05-01
AA-AA-000-0000,kri0005,69,7,10033,0.000697698,-0.490476714,0,2023-05-01
AA-AA-000-0000,kri0005,30,4,6062,0.000659848,-0.412057017,0,2023-05-01
AA-AA-000-0000,kri0005,54,9,14140,0.000636492,-0.658356717,0,2023-05-01
AA-AA-000-0000,kri0005,100,1,1583,0.000631712,-0.222269207,0,2023-05-01
AA-AA-000-0000,kri0005,162,1,1606,0.000622665,-0.227668139,0,2023-05-01
AA-AA-000-0000,kri0005,76,6,9977,0.000601383,-0.589674201,0,2023-05-01
AA-AA-000-0000,kri0005,39,2,3362,0.000594884,-0.346242602,0,2023-05-01
AA-AA-000-0000,kri0005,44,2,3557,0.000562272,-0.37647499,0,2023-05-01
AA-AA-000-0000,kri0005,149,4,7205,0.00055517,-0.542111906,0,2023-05-01
AA-AA-000-0000,kri0005,127,2,4056,0.000493097,-0.448069826,0,2023-05-01
AA-AA-000-0000,kri0005,143,11,22763,0.00048324,-1.077024434,0,2023-05-01
AA-AA-000-0000,kri0005,17,5,10367,0.0004823,-0.727838855,0,2023-05-01
AA-AA-000-0000,kri0005,146,3,6228,0.000481696,-0.564633246,0,2023-05-01
AA-AA-000-0000,kri0005,188,1,2404,0.000415973,-0.384485776,0,2023-05-01
AA-AA-000-0000,kri0005,4,3,7281,0.000412031,-0.672643333,0,2023-05-01
AA-AA-000-0000,kri0005,181,1,2434,0.000410846,-0.389521586,0,2023-05-01
AA-AA-000-0000,kri0005,121,2,5035,0.000397219,-0.570343968,0,2023-05-01
AA-AA-000-0000,kri0005,26,2,5059,0.000395335,-0.573102794,0,2023-05-01
AA-AA-000-0000,kri0005,120,1,2545,0.000392927,-0.407754347,0,2023-05-01
AA-AA-000-0000,kri0005,151,1,2591,0.000385951,-0.415134836,0,2023-05-01
AA-AA-000-0000,kri0005,29,2,5359,0.000373204,-0.606786783,0,2023-05-01
AA-AA-000-0000,kri0005,71,3,8340,0.000359712,-0.769847667,0,2023-05-01
AA-AA-000-0000,kri0005,51,3,8648,0.000346901,-0.796388453,0,2023-05-01
AA-AA-000-0000,kri0005,124,1,3204,0.00031211,-0.50533163,0,2023-05-01
AA-AA-000-0000,kri0005,27,1,3420,0.000292398,-0.534138334,0,2023-05-01
AA-AA-000-0000,kri0005,128,1,3677,0.000271961,-0.566798839,0,2023-05-01
AA-AA-000-0000,kri0005,22,1,4017,0.000248942,-0.607675751,0,2023-05-01
AA-AA-000-0000,kri0005,58,4,16350,0.000244648,-1.23170936,0,2023-05-01
AA-AA-000-0000,kri0005,97,1,4097,0.000244081,-0.616949516,0,2023-05-01
AA-AA-000-0000,kri0005,75,2,8217,0.000243398,-0.87436944,0,2023-05-01
AA-AA-000-0000,kri0005,23,1,4301,0.000232504,-0.640059536,0,2023-05-01
AA-AA-000-0000,kri0005,160,1,5737,0.000174307,-0.78530739,0,2023-05-01
AA-AA-000-0000,kri0005,164,1,5842,0.000171174,-0.794964437,0,2023-05-01
AA-AA-000-0000,kri0005,152,0,5354,0,-0.891969983,0,2023-05-01
AA-AA-000-0000,kri0005,80,0,4471,0,-0.815104688,0,2023-05-01
AA-AA-000-0000,kri0005,35,0,4124,0,-0.782835271,0,2023-05-01
AA-AA-000-0000,kri0005,135,0,4088,0,-0.779410944,0,2023-05-01
AA-AA-000-0000,kri0005,109,0,3485,0,-0.719635282,0,2023-05-01
AA-AA-000-0000,kri0005,96,0,3237,0,-0.693557394,0,2023-05-01
AA-AA-000-0000,kri0005,73,0,3224,0,-0.692163307,0,2023-05-01
AA-AA-000-0000,kri0005,142,0,3208,0,-0.690443644,0,2023-05-01
AA-AA-000-0000,kri0005,64,0,3198,0,-0.689366676,0,2023-05-01
AA-AA-000-0000,kri0005,68,0,2918,0,-0.658496847,0,2023-05-01
AA-AA-000-0000,kri0005,47,0,2627,0,-0.624800103,0,2023-05-01
AA-AA-000-0000,kri0005,102,0,2558,0,-0.616540097,0,2023-05-01
AA-AA-000-0000,kri0005,60,0,2524,0,-0.612428978,0,2023-05-01
AA-AA-000-0000,kri0005,53,0,2288,0,-0.583094663,0,2023-05-01
AA-AA-000-0000,kri0005,130,0,2281,0,-0.582202008,0,2023-05-01
AA-AA-000-0000,kri0005,116,0,2068,0,-0.5543529,0,2023-05-01
AA-AA-000-0000,kri0005,183,0,1744,0,-0.509077962,0,2023-05-01
AA-AA-000-0000,kri0005,150,0,1734,0,-0.507616351,0,2023-05-01
AA-AA-000-0000,kri0005,16,0,1690,0,-0.501134623,0,2023-05-01
AA-AA-000-0000,kri0005,168,0,1687,0,-0.500689631,0,2023-05-01
AA-AA-000-0000,kri0005,41,0,1632,0,-0.492460196,0,2023-05-01
AA-AA-000-0000,kri0005,129,0,1631,0,-0.492309296,0,2023-05-01
AA-AA-000-0000,kri0005,98,0,1610,0,-0.489129655,0,2023-05-01
AA-AA-000-0000,kri0005,82,0,1582,0,-0.484857699,0,2023-05-01
AA-AA-000-0000,kri0005,3,0,1518,0,-0.474948961,0,2023-05-01
AA-AA-000-0000,kri0005,182,0,1146,0,-0.412670444,0,2023-05-01
AA-AA-000-0000,kri0005,65,0,877,0,-0.361003035,0,2023-05-01
AA-AA-000-0000,kri0005,38,0,850,0,-0.355402533,0,2023-05-01
AA-AA-000-0000,kri0005,110,0,846,0,-0.354565306,0,2023-05-01
AA-AA-000-0000,kri0005,180,0,845,0,-0.35435569,0,2023-05-01
AA-AA-000-0000,kri0005,126,0,842,0,-0.353726097,0,2023-05-01
AA-AA-000-0000,kri0005,87,0,834,0,-0.352041677,0,2023-05-01
AA-AA-000-0000,kri0005,45,0,827,0,-0.350561171,0,2023-05-01
AA-AA-000-0000,kri0005,42,0,822,0,-0.349499827,0,2023-05-01
AA-AA-000-0000,kri0005,36,0,812,0,-0.34736741,0,2023-05-01
AA-AA-000-0000,kri0005,66,0,812,0,-0.34736741,0,2023-05-01
AA-AA-000-0000,kri0005,123,0,807,0,-0.346296278,0,2023-05-01
AA-AA-000-0000,kri0005,14,0,803,0,-0.345436981,0,2023-05-01
AA-AA-000-0000,kri0005,117,0,802,0,-0.345221822,0,2023-05-01
AA-AA-000-0000,kri0005,20,0,789,0,-0.342412458,0,2023-05-01
AA-AA-000-0000,kri0005,158,0,762,0,-0.336502691,0,2023-05-01
AA-AA-000-0000,kri0005,6,0,745,0,-0.33272788,0,2023-05-01
AA-AA-000-0000,kri0005,99,0,712,0,-0.325275275,0,2023-05-01
AA-AA-000-0000,kri0005,175,0,682,0,-0.318348819,0,2023-05-01
AA-AA-000-0000,kri0005,48,0,678,0,-0.317413872,0,2023-05-01
AA-AA-000-0000,kri0005,154,0,618,0,-0.303043724,0,2023-05-01
AA-AA-000-0000,kri0005,165,0,379,0,-0.23731799,0,2023-05-01
AA-AA-000-0000,kri0005,145,0,23,0,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,60,3,4,0.75,3.57852407,2,2023-05-01
AA-AA-000-0000,kri0006,161,3,5,0.6,3.086384,2,2023-05-01
AA-AA-000-0000,kri0006,28,3,5,0.6,3.086384,2,2023-05-01
AA-AA-000-0000,kri0006,145,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,154,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,159,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,165,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,175,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,48,1,1,1,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,115,2,3,0.666666667,2.705542761,1,2023-05-01
AA-AA-000-0000,kri0006,52,2,3,0.666666667,2.705542761,1,2023-05-01
AA-AA-000-0000,kri0006,26,3,7,0.428571429,2.415191852,1,2023-05-01
AA-AA-000-0000,kri0006,13,3,8,0.375,2.168807265,1,2023-05-01
AA-AA-000-0000,kri0006,182,1,2,0.5,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,185,1,2,0.5,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,3,1,2,0.5,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,46,1,2,0.5,NA,NA,2023-05-01
AA-AA-000-0000,kri0006,15,2,5,0.4,1.867013947,0,2023-05-01
AA-AA-000-0000,kri0006,116,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,130,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,16,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,168,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,25,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,40,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,53,1,3,0.333333333,1.131342791,0,2023-05-01
AA-AA-000-0000,kri0006,174,2,6,0.333333333,1.599960319,0,2023-05-01
AA-AA-000-0000,kri0006,89,2,6,0.333333333,1.599960319,0,2023-05-01
AA-AA-000-0000,kri0006,114,2,7,0.285714286,1.384636063,0,2023-05-01
AA-AA-000-0000,kri0006,190,2,7,0.285714286,1.384636063,0,2023-05-01
AA-AA-000-0000,kri0006,124,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,144,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,179,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,39,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,64,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,81,1,4,0.25,0.851929742,0,2023-05-01
AA-AA-000-0000,kri0006,34,2,8,0.25,1.204810595,0,2023-05-01
AA-AA-000-0000,kri0006,77,4,17,0.235294118,1.590974091,0,2023-05-01
AA-AA-000-0000,kri0006,104,2,9,0.222222222,1.050678419,0,2023-05-01
AA-AA-000-0000,kri0006,127,1,5,0.2,0.647643894,0,2023-05-01
AA-AA-000-0000,kri0006,128,1,5,0.2,0.647643894,0,2023-05-01
AA-AA-000-0000,kri0006,135,1,5,0.2,0.647643894,0,2023-05-01
AA-AA-000-0000,kri0006,184,1,5,0.2,0.647643894,0,2023-05-01
AA-AA-000-0000,kri0006,186,1,5,0.2,0.647643894,0,2023-05-01
AA-AA-000-0000,kri0006,71,2,10,0.2,0.915906779,0,2023-05-01
AA-AA-000-0000,kri0006,166,4,20,0.2,1.295287789,0,2023-05-01
AA-AA-000-0000,kri0006,67,2,11,0.181818182,0.79619131,0,2023-05-01
AA-AA-000-0000,kri0006,134,1,6,0.166666667,0.486832846,0,2023-05-01
AA-AA-000-0000,kri0006,43,5,33,0.151515152,0.904404651,0,2023-05-01
